0.000, 2770, 0, 0, 
0.000, 2770, 0, 0, 
0.000, 2770, 0, 0, 
0.000, 2789, 0, 0, 
0.000, 2789, 0, 0, 
0.000, 2780, 0, 0, 
0.000, 2780, 0, 0, 
0.000, 2778, 0, 0, 
0.000, 2778, 0, 0, 
0.000, 2776, 0, 0, 
0.000, 2776, 0, 0, 
0.000, 2783, 0, 0, 
0.000, 2783, 0, 0, 
0.000, 2780, 0, 0, 
0.000, 2780, 0, 0, 
0.000, 2783, 0, 0, 
0.000, 2779, 0, 0, 
0.000, 2779, 0, 0, 
4.549, 2780, 0, 0, 
4.549, 2780, 0, 0, 
4.549, 2778, 0, 0, 
4.549, 2778, 0, 0, 
4.549, 2780, 0, 0, 
4.549, 2780, 0, 0, 
4.549, 2780, 0, 0, 
4.549, 2780, 0, 0, 
4.549, 2797, 0, 0, 
4.549, 2797, 0, 0, 
0.300, 2813, 0, 0, 
0.300, 2813, 0, 0, 
0.300, 2831, 0, 0, 
0.300, 2831, 0, 0, 
0.300, 2844, 0, 0, 
0.300, 2844, 0, 0, 
0.300, 2853, 0, 0, 
0.300, 2853, 0, 0, 
0.300, 2867, 0, 0, 
0.300, 2867, 0, 0, 
0.300, 2867, 0, 0, 
0.300, 2874, 0, 0, 
0.300, 2874, 0, 0, 
0.300, 2872, 0, 0, 
0.300, 2872, 0, 0, 
0.300, 2880, 0, 0, 
0.300, 2880, 0, 0, 
0.300, 2889, 0, 0, 
0.300, 2889, 0, 0, 
3.624, 2903, 0, 0, 
3.624, 2903, 0, 0, 
3.624, 2913, 0, 0, 
3.624, 2913, 0, 0, 
3.624, 2928, 0, 0, 
3.624, 2928, 0, 0, 
3.624, 2943, 0, 0, 
3.624, 2943, 0, 0, 
3.624, 2946, 0, 0, 
3.427, 2946, 0, 0, 
3.427, 2934, 0, 0, 
3.427, 2934, 0, 0, 
3.427, 2957, 0, 0, 
3.427, 2971, 0, 0, 
3.427, 2971, 0, 0, 
3.427, 2979, 0, 0, 
3.427, 2979, 0, 0, 
3.427, 2989, 0, 0, 
3.427, 2989, 0, 0, 
0.300, 3002, 0, 0, 
0.300, 3002, 0, 0, 
0.300, 2999, 0, 0, 
0.300, 2999, 0, 0, 
0.300, 3038, 0, 0, 
0.300, 3038, 0, 0, 
0.300, 3066, 0, 0, 
0.300, 3066, 0, 0, 
0.300, 3094, 0, 0, 
0.300, 3094, 0, 0, 
3.325, 3122, 0, 0, 
3.325, 3122, 0, 0, 
3.325, 3133, 0, 0, 
3.325, 3133, 0, 0, 
3.325, 3149, 0, 0, 
3.325, 3149, 0, 0, 
3.325, 3171, 0, 0, 
3.325, 3197, 0, 0, 
3.325, 3197, 0, 0, 
0.300, 3228, 0, 0, 
0.300, 3228, 0, 0, 
0.300, 3226, 0, 0, 
0.300, 3226, 0, 0, 
0.300, 3242, 0, 0, 
0.300, 3242, 0, 0, 
0.300, 3251, 0, 0, 
0.300, 3251, 0, 0, 
0.300, 3266, 0, 0, 
0.300, 3266, 0, 0, 
0.455, 3266, 0, 0, 
0.455, 3283, 0, 0, 
0.455, 3283, 0, 0, 
0.455, 3297, 0, 0, 
0.455, 3297, 0, 0, 
0.455, 3297, 0, 0, 
0.455, 3299, 0, 0, 
