2.5,0.6,1.6,4.25,60.286,-46,-19,-0.49989,-0.16093,-0.18209,1.306,0.014
2.5,0.6,0.5,1.65,60.243,-46,-19,-0.49989,-0.18923,-0.17752,1.306,0.028
2.5,0.6,0.5,1.2,60.243,-46,-19,-0.49989,-0.35171,-0.085073,1.316,0.043
2.5,0.2,2.1,0.3,49.913,-29,-22,-1.8458,-0.25039,-0.053055,1.316,0.057
2.5,0.2,1.35,-0.45,60.286,-29,-22,-1.8458,-0,-0.070741,1.316,0.071
2.5,0.2,-1.05,-0.2,60.33,-29,-22,-1.8458,-0,-0.11149,1.316,0.085
2.5,0.2,-1.3,0.3,60.286,-29,-22,-1.8458,-0.18322,-0.118,1.316,0.1
2.4,0.2,0.3,0.35,60.286,-25,-24,-1.3184,-0.035241,-0.077486,1.316,0.114
2.4,0.2,-0.75,0,60.286,-25,-24,-1.3184,-0.035824,-0.25536,1.316,0.128
2.4,1.1,-0.95,1.65,60.286,-25,-24,-1.3184,-0.054547,-0.53084,1.346,0.142
2.4,1.1,-0.85,4.6,40.321,-25,-24,-1.3184,-0.12469,-0.3944,1.346,0.156
2.4,1.1,-0.15,3.75,60.069,-23,-20,-0.47243,-0.22756,-0.34136,1.346,0.171
2.3,1.1,0.85,3.35,60.026,-23,-20,-0.47243,-0.19091,-0.38045,1.346,0.185
2.3,1.1,0.85,3.4,60.113,-23,-20,-0.47243,-0,-0.15827,1.346,0.199
2.3,1.1,-1.3,1.1,60.113,-23,-20,-0.47243,-0,-0.32354,1.346,0.213
2.3,1.1,-1.3,2.55,60.069,-16,-16,-0.39552,0.004725,-0.16595,1.346,0.228
2.3,1.5,-1.3,1.3,60.113,-16,-16,-0.39552,0.076685,-0.18442,1.351,0.242
2.3,1.5,-2,1.25,52.257,-16,-16,-0.39552,-0,-0.25112,1.351,0.256
2.3,1.5,-2.8,3.3,60.026,-16,-16,-0.39552,0.05552,-0.4203,1.351,0.27
2.3,1.5,-1.9,3.6,59.505,-29,-12,0.71963,-0.064909,-0.44084,1.351,0.284
