2, 0.000, 11.229, 4518, 1.000, 0.000, -0.837, -16.796, -30.123, 5.828, 58.045, -600, 
2, 0.000, 11.229, 4520, 1.000, 0.000, -0.837, -16.796, -30.123, 5.828, 58.045, -600, 
2, 0.000, 11.238, 4527, 1.000, 0.000, -0.837, -16.796, -30.123, 5.828, 51.748, -600, 
2, 0.000, 11.238, 4508, 1.000, 0.000, 0.000, -16.820, -30.151, 5.825, 51.748, -600, 
2, 0.000, 11.234, 4520, 1.000, 0.000, 0.000, -16.820, -30.151, 5.825, 51.748, -600, 
2, 0.000, 11.220, 4520, 1.000, 0.000, -0.841, -16.900, -30.231, 5.825, 45.264, -600, 
2, 0.000, 11.211, 4519, 1.000, 0.000, -0.841, -16.900, -30.231, 5.825, 45.264, -600, 
2, 0.000, 11.220, 4520, 1.000, 0.000, -0.841, -16.900, -30.268, 5.821, 38.778, -600, 
2, 0.000, 11.224, 4509, 1.000, 0.000, 0.000, -16.944, -30.381, 5.811, 8.627, -600, 
2, 0.000, 11.215, 4520, 1.000, 0.000, 0.000, -17.128, -30.381, 5.811, 5.808, -600, 
2, 0.000, 11.229, 4520, 1.000, 0.000, -0.856, -17.149, -30.395, 5.811, 5.808, -600, 
2, 0.000, 11.234, 4518, 1.000, 0.000, -0.856, -17.149, -30.395, 5.811, 3.616, -600, 
2, 0.000, 11.229, 4519, 1.000, 0.000, 0.000, -17.122, -30.358, 5.807, 3.616, -600, 
2, 0.000, 11.229, 4521, 1.000, 0.000, 0.000, -17.122, -30.358, 5.807, 3.616, -600, 
2, 0.000, 11.234, 4521, 1.000, 0.000, -0.854, -17.084, -30.304, 5.803, 0.256, -600, 
3, 0.000, 11.224, 4515, 1.000, 0.000, -0.854, -17.084, -30.304, 5.803, -0.000, -600, 
3, 0.000, 11.220, 4519, 1.000, 0.000, 0.000, -17.041, -30.255, 5.800, -0.000, -600, 
3, 0.000, 11.234, 4519, 1.000, 0.000, 0.000, -17.041, -30.255, 5.800, -0.000, -600, 
3, 0.000, 11.224, 4516, 1.000, 0.000, -0.852, -17.034, -30.247, 5.800, -0.000, -600, 
3, 0.000, 11.229, 4518, 1.000, 0.000, -0.852, -17.034, -30.247, 5.800, -0.000, -600, 
3, 0.000, 11.224, 4549, 0.996, 0.000, -0.852, -17.034, -30.193, 5.796, -0.000, -600, 
3, 0.000, 11.234, 4520, 0.996, 0.000, 0.000, -16.983, -30.193, 5.796, -0.000, -600, 
3, 0.000, 11.224, 4520, 0.996, 0.000, 0.000, -16.983, -30.193, 5.796, -0.000, -600, 
3, 0.000, 11.229, 4522, 0.984, 0.000, -0.849, -16.973, -30.184, 5.796, -0.000, -600, 
3, 0.000, 11.229, 4521, 0.984, 0.000, -0.849, -16.973, -30.184, 5.796, -0.000, -600, 
3, 0.000, 11.224, 4495, 0.965, 0.000, 0.000, -16.923, -30.131, 5.792, -0.000, -600, 
3, 0.000, 11.234, 4520, 0.965, 0.000, 0.000, -16.923, -30.131, 5.792, -0.000, -600, 
3, 0.000, 11.215, 4525, 0.938, 0.000, 0.000, -16.923, -30.131, 5.792, -0.000, -600, 
3, 0.000, 11.238, 4518, 0.938, 0.000, -0.846, -16.911, -30.120, 5.792, -0.000, -600, 
3, 0.000, 11.224, 4516, 0.938, 0.000, -0.846, -16.911, -30.120, 5.792, -0.000, -600, 
3, 0.000, 11.229, 4517, 0.902, 0.000, 0.000, -16.868, -30.075, 5.789, -0.000, -600, 
3, 0.000, 11.229, 4516, 0.902, 0.000, 0.000, -16.868, -30.075, 5.789, -0.000, -600, 
3, 0.000, 11.229, 4515, 0.859, 0.000, 0.000, -16.868, -30.075, 5.789, -0.000, -600, 
3, 0.000, 11.229, 4513, 0.859, 0.000, -0.843, -16.866, -30.076, 5.789, -0.000, -600, 
3, 0.000, 11.234, 4520, 0.859, 0.000, -0.843, -16.866, -30.076, 5.789, -0.000, -600, 
3, 0.000, 11.234, 4524, 0.809, 0.000, 0.000, -16.825, -30.032, 5.786, -0.000, -600, 
3, 0.000, 11.229, 4521, 0.809, 0.000, 0.000, -16.825, -30.032, 5.786, -0.000, -600, 
3, 0.000, 11.229, 4519, 0.750, 0.000, 0.000, -16.825, -30.032, 5.786, -0.000, -600, 
3, 0.000, 11.220, 4518, 0.750, 0.000, -0.841, -16.821, -30.030, 5.786, -0.000, -600, 
3, 0.000, 11.234, 4524, 0.750, 0.000, -0.841, -16.821, -30.030, 5.786, -0.000, -600, 
3, 0.000, 11.234, 4518, 0.684, 0.000, 0.000, -16.781, -29.987, 5.783, -0.000, -600, 
3, 0.000, 11.224, 4522, 0.684, 0.000, 0.000, -16.781, -29.987, 5.783, -0.000, -600, 
3, 0.000, 11.229, 4521, 0.609, 0.000, 0.000, -16.781, -29.987, 5.783, -0.000, -600, 
3, 0.000, 11.229, 4521, 0.609, 0.000, -0.839, -16.779, -29.987, 5.783, -0.000, -600, 
3, 0.000, 11.224, 4518, 0.527, 0.000, -0.839, -16.779, -29.987, 5.783, -0.000, -600, 
3, 0.000, 11.234, 4519, 0.527, 0.000, 0.000, -16.754, -29.960, 5.780, -0.000, -600, 
3, 0.000, 11.229, 4506, 0.527, 0.000, 0.000, -16.754, -29.960, 5.780, -0.000, -600, 
3, 0.000, 11.220, 4520, 0.438, 0.000, -0.838, -16.754, -29.960, 5.780, -0.000, -600, 
3, 0.000, 11.220, 4497, 0.438, 0.000, -0.838, -16.754, -29.960, 5.780, -0.000, -600, 
3, 0.000, 11.220, 4516, 0.340, 0.000, -0.838, -16.754, -29.960, 5.780, -0.000, -600, 
3, 0.000, 11.215, 4520, 0.340, 0.000, 0.000, -16.740, -29.946, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4519, 0.340, 0.000, 0.000, -16.740, -29.946, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4519, 0.234, 0.000, -0.837, -16.744, -29.949, 5.778, -0.000, -600, 
3, 0.000, 11.234, 4518, 0.234, 0.000, -0.837, -16.744, -29.949, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4508, 0.121, 0.000, -0.837, -16.744, -29.945, 5.778, -0.000, -600, 
3, 0.000, 11.238, 4519, 0.121, 0.000, 0.000, -16.741, -29.945, 5.778, -0.000, -600, 
3, 0.000, 11.229, 4522, 0.121, 0.000, 0.000, -16.741, -29.945, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4517, 0.000, 0.000, -0.837, -16.740, -29.944, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4521, 0.000, 0.000, -0.837, -16.740, -29.944, 5.778, -0.000, -600, 
3, 0.000, 11.229, 4520, 0.000, 0.000, 0.000, -16.742, -29.945, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4516, 0.000, 0.000, 0.000, -16.742, -29.945, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4518, 0.000, 0.000, 0.000, -16.742, -29.945, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4520, 0.000, 0.000, -0.837, -16.746, -29.948, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4515, 0.000, 0.000, -0.837, -16.746, -29.948, 5.778, -0.000, -600, 
3, 0.000, 11.229, 4518, 0.000, 0.000, 0.000, -16.752, -29.954, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4493, 0.000, 0.000, 0.000, -16.752, -29.954, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4518, 0.000, 0.000, 0.000, -16.752, -29.954, 5.778, -0.000, -600, 
3, 0.000, 11.234, 4520, 0.000, 0.000, -0.838, -16.756, -29.958, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4521, 0.000, 0.000, -0.838, -16.756, -29.958, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4519, 0.000, 0.000, 0.000, -16.756, -29.957, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4520, 0.000, 0.000, 0.000, -16.756, -29.957, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4519, 0.000, 0.000, 0.000, -16.756, -29.957, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4522, 0.000, 0.000, -0.838, -16.756, -29.957, 5.778, -0.000, -600, 
3, 0.000, 11.234, 4521, 0.000, 0.000, -0.838, -16.756, -29.957, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4517, 0.000, 0.000, 0.000, -16.752, -29.951, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4518, 0.000, 0.000, 0.000, -16.752, -29.951, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4519, 0.000, 0.000, -0.838, -16.752, -29.952, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4520, 0.000, 0.000, -0.838, -16.752, -29.952, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4518, 0.000, 0.000, -0.838, -16.752, -29.952, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4518, 0.000, 0.000, 0.000, -16.752, -29.952, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4518, 0.000, 0.000, 0.000, -16.752, -29.952, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4519, 0.000, 0.000, -0.838, -16.751, -29.951, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4518, 0.000, 0.000, -0.838, -16.751, -29.951, 5.778, -0.000, -600, 
3, 0.000, 11.243, 4523, 0.000, 0.000, -0.838, -16.751, -29.951, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4517, 0.000, 0.000, 0.000, -16.754, -29.954, 5.778, -0.000, -600, 
3, 0.000, 11.229, 4516, 0.000, 0.000, 0.000, -16.754, -29.954, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4520, 0.000, 0.000, -0.838, -16.755, -29.956, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4518, 0.000, 0.000, -0.838, -16.755, -29.956, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4542, 0.000, 0.000, -0.838, -16.755, -29.957, 5.778, -0.000, -600, 
3, 0.000, 11.234, 4518, 0.000, 0.000, 0.000, -16.757, -29.957, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4515, 0.000, 0.000, 0.000, -16.757, -29.957, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4518, 0.000, 0.000, -0.838, -16.763, -29.963, 5.778, -0.000, -600, 
3, 0.000, 11.229, 4517, 0.000, 0.000, -0.838, -16.763, -29.963, 5.778, -0.000, -600, 
3, 0.000, 11.234, 4518, 0.000, 0.000, 0.000, -16.764, -29.964, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4521, 0.000, 0.000, 0.000, -16.764, -29.964, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4516, 0.000, 0.000, 0.000, -16.764, -29.964, 5.778, -0.000, -600, 
3, 0.000, 11.229, 4517, 0.000, 0.000, -0.838, -16.768, -29.968, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4519, 0.000, 0.000, -0.838, -16.768, -29.968, 5.778, -0.000, -600, 
3, 0.000, 11.224, 4531, 0.000, 0.000, 0.000, -16.768, -29.967, 5.778, -0.000, -600, 
3, 0.000, 11.211, 4519, 0.000, 0.000, 0.000, -16.768, -29.967, 5.778, -0.000, -600, 
3, 0.000, 11.229, 4504, 0.000, 0.000, 0.000, -16.768, -29.967, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4517, 0.000, 0.000, -0.838, -16.781, -29.979, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4525, 0.000, 0.000, -0.838, -16.781, -29.979, 5.778, -0.000, -600, 
3, 0.000, 11.215, 4522, 0.000, 0.000, 0.000, -16.775, -29.972, 5.778, -0.000, -600, 
3, 0.000, 11.229, 4520, 0.000, 0.000, 0.000, -16.775, -29.972, 5.778, -0.000, -600, 
3, 0.000, 11.234, 4520, 0.000, 0.000, 0.000, -16.775, -29.972, 5.778, -0.000, -600, 
3, 0.000, 11.220, 4522, 0.000, 0.000, -0.839, -16.775, -29.971, 5.778, -0.000, -600, 
