0, 0.000, 0.009, 4539, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4532, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4544, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4536, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4538, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4536, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4539, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4539, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4536, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4538, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4539, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4540, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4536, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4538, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4540, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4545, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4540, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.000, 4536, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4538, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4541, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4540, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4540, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4561, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4535, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4534, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.000, 4538, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.000, 4528, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4492, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4536, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4541, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.023, 4538, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.027, 4527, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4540, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4542, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.023, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4534, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4535, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.023, 4540, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4535, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4534, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4535, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.009, 4534, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4532, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4534, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4536, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.023, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4534, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4535, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4537, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.005, 4542, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.023, 4532, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.023, 4534, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.018, 4501, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4527, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
0, 0.000, 0.014, 4532, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 
