-0.004, -0.086, 0.105, -0.026, 0.005, -0.003, 0.000, 0.000, 0.052, -0.029, -142, 63, 0, 1.451, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.451, 
0.001, -0.090, 0.111, -0.052, 0.006, -0.005, 0.000, 0.000, 0.151, -0.183, -103, 44, 0, 1.421, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.421, 
0.006, -0.092, 0.119, -0.049, 0.006, -0.005, 0.000, 0.000, 0.074, -0.087, -106, 76, 0, 1.421, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.421, 
0.009, -0.093, 0.099, -0.035, 0.005, -0.005, 0.000, 0.000, 0.044, -0.083, -107, 77, 0, 1.421, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.421, 
0.010, -0.095, 0.080, -0.036, 0.004, -0.005, 0.000, 0.000, 0.101, -0.076, -88, 61, 0, 1.421, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.421, 
0.010, -0.095, 0.059, -0.017, 0.002, -0.004, 0.000, 0.000, 0.084, -0.010, -67, 63, 0, 1.423, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.423, 
0.014, -0.095, 0.067, -0.008, 0.003, -0.004, 0.000, 0.000, 0.066, -0.076, -44, 44, 0, 1.423, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.423, 
0.017, -0.097, 0.067, -0.015, 0.003, -0.004, 0.000, 0.000, 0.178, 0.030, -53, 42, 0, 1.423, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.423, 
0.022, -0.097, 0.081, -0.004, 0.004, -0.004, 0.000, 0.000, -0.054, 0.032, -54, 45, 0, 1.423, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.423, 
0.020, -0.098, 0.038, -0.013, 0.002, -0.005, 0.000, 0.000, 0.055, -0.216, -58, 31, 0, 1.415, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.415, 
0.021, -0.098, 0.024, 0.004, 0.001, -0.004, 0.000, 0.000, 0.073, -0.092, -26, 47, 0, 1.415, 11.501, 4000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 20.000, 0, 1.415, 
