0.01, -0.00000, 0.00000, 0.00000, 6253, 6158, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6253, 6168, 4537, 
0.01, -0.00000, 0.00000, 0.00000, 6244, 6168, 4537, 
0.01, -0.00000, 0.00000, 0.00000, 6252, 6156, 4535, 
0.01, -0.00000, 0.00000, 0.00000, 6252, 6156, 4548, 
0.01, -0.00000, 0.00000, 0.00000, 6254, 6157, 4548, 
0.01, -0.00000, 0.00000, 0.00000, 6270, 6156, 4548, 
0.01, -0.00000, 0.00000, 0.00000, 6270, 6156, 4548, 
0.01, -0.00000, 0.00000, 0.00000, 6255, 6158, 4526, 
0.01, -0.00000, 0.00000, 0.00000, 6255, 6158, 4539, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6112, 4539, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6160, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6160, 4522, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6167, 4535, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6161, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6253, 6161, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6159, 4532, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6159, 4532, 
0.01, -0.00000, 0.00000, 0.00000, 6253, 6156, 4537, 
0.01, -0.00000, 0.00000, 0.00000, 6253, 6159, 4527, 
0.01, -0.00000, 0.00000, 0.00000, 6250, 6159, 4527, 
0.01, -0.00000, 0.00000, 0.00000, 6254, 6140, 4539, 
0.01, -0.00000, 0.00000, 0.00000, 6254, 6140, 4539, 
0.01, -0.00000, 0.00000, 0.00000, 6249, 6154, 4535, 
0.01, -0.00000, 0.00000, 0.00000, 6249, 6154, 4533, 
0.01, -0.00000, 0.00000, 0.00000, 6250, 6131, 4533, 
0.01, -0.00000, 0.00000, 0.00000, 6248, 6157, 4535, 
0.01, -0.00000, 0.00000, 0.00000, 6248, 6157, 4535, 
0.01, -0.00000, 0.00000, 0.00000, 6256, 6149, 4569, 
0.01, -0.00000, 0.00000, 0.00000, 6256, 6149, 4536, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6152, 4536, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6160, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6251, 6160, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6254, 6146, 4529, 
0.01, -0.00000, 0.00000, 0.00000, 6254, 6149, 4532, 
0.01, -0.00000, 0.00000, 0.00000, 6274, 6149, 4532, 
0.01, -0.00000, 0.00000, 0.00000, 6253, 6167, 4574, 
0.01, -0.00000, 0.00000, 0.00000, 6253, 6167, 4539, 
0.01, -0.00000, 0.00000, 0.00000, 6253, 6164, 4539, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6166, 4543, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6166, 4543, 
0.01, -0.00000, 0.00000, 0.00000, 6214, 6206, 4545, 
0.01, -0.00000, 0.00000, 0.00000, 6214, 6206, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6153, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6260, 6163, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6260, 6163, 4546, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6163, 4546, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6166, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6262, 6166, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6260, 6158, 4524, 
0.01, -0.00000, 0.00000, 0.00000, 6260, 6158, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6170, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6199, 6215, 4533, 
0.01, -0.00000, 0.00000, 0.00000, 6199, 6215, 4533, 
0.01, -0.00000, 0.00000, 0.00000, 6267, 6154, 4523, 
0.01, -0.00000, 0.00000, 0.00000, 6267, 6154, 4533, 
0.01, -0.00000, 0.00000, 0.00000, 6252, 6161, 4533, 
0.01, -0.00000, 0.00000, 0.00000, 6239, 6182, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6239, 6182, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6258, 6168, 4532, 
0.01, -0.00000, 0.00000, 0.00000, 6258, 6140, 4523, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6140, 4523, 
0.01, -0.00000, 0.00000, 0.00000, 6244, 6188, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6244, 6188, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6261, 6163, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6254, 6154, 4536, 
0.01, -0.00000, 0.00000, 0.00000, 6254, 6154, 4536, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6158, 4532, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6158, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6224, 6194, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6255, 6165, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6255, 6165, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6162, 4545, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6185, 4570, 
0.01, -0.00000, 0.00000, 0.00000, 6241, 6185, 4570, 
0.01, -0.00000, 0.00000, 0.00000, 6262, 6168, 4531, 
0.01, -0.00000, 0.00000, 0.00000, 6262, 6168, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6260, 6167, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6258, 6163, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6258, 6163, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6260, 6163, 4539, 
0.01, -0.00000, 0.00000, 0.00000, 6260, 6163, 4544, 
0.01, -0.00000, 0.00000, 0.00000, 6263, 6162, 4544, 
0.01, -0.00000, 0.00000, 0.00000, 6258, 6131, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6258, 6131, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6161, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6167, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6258, 6167, 4541, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6169, 4539, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6169, 4547, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6163, 4547, 
0.01, -0.00000, 0.00000, 0.00000, 6257, 6168, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6168, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6255, 6168, 4546, 
0.01, -0.00000, 0.00000, 0.00000, 6255, 6168, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6163, 4538, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6098, 4532, 
0.01, -0.00000, 0.00000, 0.00000, 6259, 6098, 4532, 
0.01, -0.00000, 0.00000, 0.00000, 6255, 6164, 4540, 
0.01, -0.00000, 0.00000, 0.00000, 6255, 6164, 4533, 
0.01, -0.00000, 0.00000, 0.00000, 6229, 6192, 4533, 
