5.220, -0.000, 0.000, 293
0.003, -0.000, 0.445, 293
0.003, -0.000, 0.445, 293
0.011, -0.000, 0.445, 68
0.011, -0.000, 0.445, 68
0.011, -0.000, 0.445, 137
0.011, -0.007, 0.445, 137
0.012, -0.024, 0.445, 228
0.010, 0.115, 0.445, 228
0.011, 0.050, 0.445, 230
0.011, -0.013, 0.445, 230
0.010, 0.102, 0.445, 187
0.011, -0.019, 0.445, 187
0.011, 0.014, 0.445, 172
0.010, -0.000, 0.445, 172
0.011, -0.025, 0.445, 139
0.010, 0.029, 0.445, 139
0.011, 0.059, 0.445, 155
0.012, -0.053, 0.445, 156
0.010, -0.075, 0.445, 156
0.010, -0.504, 0.445, 155
0.012, -0.071, 0.445, 155
0.010, 0.365, 0.445, 161
0.011, 0.365, 0.445, 161
0.011, 0.303, 0.445, 154
0.010, 0.480, 0.445, 154
0.011, 0.412, 0.445, 156
0.011, 0.553, 0.445, 156
0.011, 0.553, 0.445, 155
0.010, 0.193, 0.364, 402
0.012, 0.232, 0.364, 402
0.009, 0.155, 0.364, 381
0.012, 0.042, 0.364, 381
0.010, 0.069, 0.364, 371
0.011, 0.166, 0.364, 371
0.011, 0.088, 0.364, 336
0.011, -0.076, 0.364, 336
0.011, 0.150, 0.364, 336
0.012, 0.381, 0.369, 288
0.011, 0.240, 0.369, 288
0.012, -0.006, 0.369, 234
0.011, 0.025, 0.369, 234
0.011, -0.094, 0.369, 169
0.012, -0.038, 0.369, 169
0.011, -0.161, 0.369, 159
0.011, -0.050, 0.369, 159
0.012, -0.036, 0.369, 159
0.011, -0.091, 0.445, 159
0.011, -0.047, 0.445, 158
0.011, 0.065, 0.445, 155
0.009, -0.039, 0.445, 155
0.012, -0.157, 0.445, 155
0.013, -0.109, 0.445, 155
0.011, -0.030, 0.445, 154
0.012, 0.035, 0.445, 154
0.011, 0.067, 0.445, 158
0.011, 0.142, 0.524, 158
0.011, -0.142, 0.524, 140
0.011, -0.003, 0.524, 140
0.010, 0.039, 0.524, 160
0.011, -0.037, 0.524, 160
0.011, -0.008, 0.524, 154
0.011, 0.083, 0.524, 156
0.011, 0.100, 0.524, 156
0.011, 0.044, 0.524, 152
0.011, 0.085, 0.524, 152
0.013, 0.088, 0.602, 151
0.011, 0.082, 0.602, 151
0.011, 0.159, 0.602, 149
0.011, 0.070, 0.602, 149
0.012, 0.088, 0.602, 136
0.011, 0.072, 0.602, 136
0.011, 0.089, 0.602, 123
0.011, 0.223, 0.602, 120
0.011, 0.071, 0.602, 120
0.011, -0.000, 0.658, 98
0.011, -0.085, 0.658, 98
0.011, -0.167, 0.658, 104
0.012, -0.121, 0.658, 104
0.011, -0.062, 0.658, 91
0.013, -0.011, 0.658, 91
0.011, -0.046, 0.658, 91
0.012, -0.022, 0.658, 89
0.011, -0.048, 0.658, 89
0.011, -0.101, 0.716, 81
0.011, 0.202, 0.716, 81
0.011, 0.266, 0.716, 71
0.012, 0.374, 0.716, 71
0.011, 0.317, 0.716, 60
0.011, 0.370, 0.716, 60
0.011, 0.263, 0.716, 36
0.009, 0.203, 0.716, 36
0.013, 0.056, 0.716, 32
0.014, -0.018, 0.760, 20
0.011, 0.406, 0.760, 20
0.011, 0.263, 0.760, 0
0.011, -0.149, 0.760, 0
0.011, 0.048, 0.760, -2
0.011, 0.005, 0.760, -2
0.011, -0.032, 0.760, -13
0.012, 0.037, 0.760, -13
0.011, -0.044, 0.760, -24
0.011, 0.104, 0.796, -44
0.012, 0.083, 0.796, -44
0.011, -0.150, 0.796, -43
0.012, -0.137, 0.796, -43
0.010, -0.097, 0.796, -48
0.012, -0.249, 0.796, -48
0.008, 0.536, 0.796, -51
0.014, -0.176, 0.796, -51
0.012, -0.006, 0.796, -53
0.011, 0.089, 0.846, -53
0.011, -0.077, 0.846, -61
0.012, 0.240, 0.846, -64
0.011, 0.353, 0.846, -64
0.011, 0.311, 0.846, -60
0.012, 0.527, 0.846, -60
0.011, 0.527, 0.846, -60
0.011, -0.043, 0.846, -60
0.011, 0.271, 0.846, -67
0.013, 0.129, 0.886, -67
0.012, 0.402, 0.886, -67
0.011, 0.371, 0.886, -65
0.011, 0.189, 0.886, -65
0.012, -0.056, 0.886, -62
0.011, 0.281, 0.886, -62
0.011, -0.063, 0.886, -73
0.009, 0.289, 0.886, -73
0.010, 0.289, 0.886, -74
0.012, -0.390, 0.886, -74
0.010, -0.054, 0.924, -77
0.012, 0.345, 0.924, -77
0.012, 0.390, 0.924, -90
0.011, 0.390, 0.924, -90
0.014, 0.390, 0.924, -93
0.011, 0.390, 0.924, -104
0.011, 0.474, 0.924, -104
0.011, 0.383, 0.924, -120
0.011, 0.473, 0.953, -120
0.012, 0.378, 0.953, -147
0.011, 0.378, 0.953, -147
0.011, 0.378, 0.953, -166
0.012, 0.595, 0.953, -176
0.011, 0.104, 0.953, -176
0.011, 0.146, 0.953, -188
0.012, -0.095, 0.953, -188
0.011, 0.067, 0.953, -246
0.011, 0.280, 0.979, -246
0.014, 0.280, 0.979, -265
0.012, 0.542, 0.979, -272
0.011, 0.389, 0.979, -272
0.011, 0.309, 0.979, -282
0.010, 0.309, 0.979, -282
0.009, 0.104, 0.979, -292
0.010, 0.200, 0.979, -292
0.014, 0.401, 0.979, -296
0.011, -0.196, 0.979, -296
0.012, 0.181, 0.994, -300
0.011, 0.136, 0.994, -300
0.012, 0.427, 0.994, -311
0.011, 0.126, 0.994, -311
0.013, 0.038, 0.994, -329
0.012, 0.415, 0.994, -336
0.011, -0.029, 0.994, -336
0.012, -0.148, 0.994, -341
0.010, 0.594, 1.006, -341
0.011, -0.080, 1.006, -354
0.011, 0.418, 1.006, -354
0.011, 0.418, 1.006, -358
0.012, 0.418, 1.006, -358
0.011, 0.418, 1.006, -364
0.010, 0.418, 1.006, -373
0.010, 0.418, 1.006, -373
0.009, 0.282, 1.006, -373
0.007, 0.282, 1.006, -379
0.013, 0.203, 1.006, -379
0.014, 0.502, 1.002, -386
0.011, 0.502, 1.002, -375
0.012, 0.502, 1.002, -375
0.011, 0.502, 1.002, -387
0.011, 0.502, 1.002, -387
0.011, 0.187, 1.002, -385
0.011, 0.187, 1.002, -385
0.011, 0.187, 1.002, -375
0.011, 0.187, 0.994, -375
0.012, 0.187, 0.994, -383
0.011, 0.187, 0.994, -376
0.011, 0.187, 0.994, -376
0.012, 0.187, 0.994, -379
0.013, 0.243, 0.994, -379
0.012, 0.243, 0.994, -388
0.011, 0.243, 0.994, -388
0.011, 0.243, 0.994, -394
0.012, 0.237, 0.963, -377
0.011, 0.168, 0.963, -377
0.011, 0.529, 0.963, -362
0.010, -0.013, 0.963, -362
0.012, 0.470, 0.963, -316
0.011, 0.470, 0.963, -316
0.011, 0.283, 0.963, -282
0.012, 0.450, 0.963, -282
0.011, 0.384, 0.963, -245
0.013, 0.332, 0.953, -211
0.012, 0.212, 0.953, -211
0.011, 0.362, 0.953, -177
0.011, 0.489, 0.953, -177
0.012, 0.338, 0.953, -146
0.011, 0.410, 0.953, -146
0.011, 0.262, 0.953, -127
0.012, 0.176, 0.953, -127
0.011, 0.164, 0.953, -102
0.011, 0.164, 0.950, -99
0.012, 0.051, 0.950, -99
0.011, 0.034, 0.950, -107
0.011, 0.028, 0.950, -107
0.012, -0.042, 0.950, -104
0.013, -0.007, 0.950, -104
0.012, -0.075, 0.950, -96
0.011, 0.012, 0.950, -96
0.012, -0.077, 0.950, -90
0.011, -0.003, 0.922, -98
0.011, -0.028, 0.922, -98
0.012, -0.145, 0.922, -93
0.011, -0.074, 0.922, -93
0.011, -0.096, 0.922, -99
0.012, -0.103, 0.922, -99
0.011, -0.307, 0.922, -91
0.011, -0.126, 0.922, -91
0.012, -0.276, 0.922, -92
0.013, -0.229, 0.906, -67
0.012, -0.168, 0.906, -67
0.011, -0.320, 0.906, -61
0.012, -0.294, 0.906, -61
0.011, -0.352, 0.906, -35
0.011, -0.389, 0.906, -35
0.012, -0.287, 0.906, -16
0.011, -0.258, 0.906, 31
0.011, -0.237, 0.906, 31
0.012, -0.327, 0.901, 69
0.011, -0.444, 0.901, 69
0.011, -0.212, 0.901, 109
0.012, -0.431, 0.901, 109
0.011, -0.241, 0.901, 151
0.013, -0.266, 0.901, 151
0.012, -0.289, 0.901, 159
0.011, -0.309, 0.901, 164
0.010, -0.505, 0.901, 164
0.011, -0.493, 0.883, 176
0.009, -0.285, 0.883, 176
0.010, -0.085, 0.883, 188
0.011, -0.085, 0.883, 188
0.011, -0.382, 0.883, 200
0.011, -0.205, 0.883, 200
0.010, -0.478, 0.883, 205
0.012, -0.077, 0.883, 205
0.011, -0.591, 0.883, 205
0.011, -0.591, 0.883, 205
0.014, -0.508, 0.866, 215
0.011, -0.513, 0.866, 215
0.011, -0.513, 0.866, 237
0.012, -0.525, 0.866, 244
0.011, -0.390, 0.866, 244
0.011, -0.570, 0.866, 255
0.011, -0.570, 0.866, 255
0.011, -0.564, 0.866, 261
0.012, -0.564, 0.837, 261
0.011, -0.465, 0.837, 265
0.011, -0.563, 0.837, 265
0.012, -0.320, 0.837, 265
0.011, -0.320, 0.837, 260
0.014, -0.103, 0.837, 260
0.011, -0.504, 0.837, 260
0.011, -0.504, 0.837, 260
0.012, -0.523, 0.837, 261
0.011, -0.523, 0.823, 261
0.011, -0.091, 0.823, 264
0.012, -0.528, 0.823, 264
0.011, -0.486, 0.823, 269
0.011, -0.557, 0.823, 270
0.012, -0.379, 0.823, 270
0.011, -0.379, 0.823, 268
0.011, -0.343, 0.823, 268
0.012, -0.343, 0.823, 274
0.013, -0.359, 0.807, 274
0.012, -0.543, 0.807, 257
0.011, -0.423, 0.807, 265
0.012, -0.511, 0.807, 265
0.011, -0.592, 0.807, 268
0.011, -0.517, 0.807, 268
0.011, -0.513, 0.807, 296
0.012, -0.520, 0.807, 296
0.011, -0.533, 0.807, 280
0.011, -0.491, 0.792, 280
0.012, -0.567, 0.792, 271
0.011, -0.547, 0.792, 266
0.011, -0.443, 0.792, 266
0.012, -0.471, 0.792, 272
0.013, -0.332, 0.792, 272
0.012, -0.558, 0.792, 261
0.011, -0.512, 0.792, 261
0.011, -0.378, 0.792, 256
0.011, -0.518, 0.785, 256
0.011, -0.457, 0.785, 247
0.010, -0.516, 0.785, 218
0.010, -0.496, 0.785, 218
0.010, -0.291, 0.785, 218
0.008, -0.020, 0.785, 223
0.010, -0.332, 0.785, 223
0.011, -0.208, 0.785, 184
0.011, -0.273, 0.785, 184
0.011, -0.378, 0.785, 178
0.014, -0.126, 0.772, 172
0.011, -0.336, 0.772, 172
0.011, -0.381, 0.772, 170
0.012, -0.346, 0.772, 170
0.011, -0.318, 0.772, 171
0.012, -0.336, 0.772, 171
0.011, -0.319, 0.772, 178
0.011, -0.372, 0.772, 198
0.012, -0.238, 0.772, 198
0.011, -0.336, 0.774, 210
0.010, -0.229, 0.774, 210
0.010, -0.122, 0.774, 211
0.009, -0.207, 0.774, 211
0.010, -0.269, 0.774, 231
0.012, -0.034, 0.774, 231
0.010, -0.263, 0.774, 246
0.011, -0.318, 0.774, 246
0.011, -0.244, 0.774, 245
0.011, -0.378, 0.774, 245
0.011, -0.360, 0.774, 255
0.010, -0.155, 0.774, 255
0.011, -0.434, 0.774, 259
0.011, -0.316, 0.774, 259
0.011, -0.270, 0.774, 266
0.012, -0.313, 0.774, 266
0.011, -0.351, 0.774, 277
0.011, -0.249, 0.774, 277
0.011, -0.353, 0.774, 267
0.014, -0.415, 0.774, 296
0.012, -0.216, 0.774, 296
0.011, -0.302, 0.774, 289
0.011, -0.349, 0.774, 289
0.011, -0.281, 0.774, 291
0.011, -0.398, 0.774, 291
0.011, -0.223, 0.774, 300
0.011, -0.319, 0.774, 298
0.012, -0.307, 0.774, 298
0.011, -0.256, 0.777, 303
0.011, -0.288, 0.777, 303
0.012, -0.271, 0.777, 304
0.011, -0.255, 0.777, 304
0.012, -0.272, 0.777, 297
0.013, -0.195, 0.777, 297
0.012, -0.356, 0.777, 289
0.011, -0.215, 0.777, 280
0.012, -0.130, 0.777, 280
0.011, -0.255, 0.776, 259
0.011, -0.207, 0.776, 259
0.012, -0.289, 0.776, 222
0.011, -0.158, 0.776, 222
0.011, -0.329, 0.776, 190
0.012, -0.105, 0.776, 190
0.011, -0.242, 0.776, 179
0.011, -0.187, 0.776, 158
0.012, -0.246, 0.776, 158
0.013, -0.197, 0.783, 158
0.011, -0.153, 0.783, 158
0.012, -0.165, 0.783, 156
0.011, -0.145, 0.783, 156
0.011, -0.142, 0.783, 152
0.012, -0.069, 0.783, 151
0.011, -0.184, 0.783, 151
0.011, -0.112, 0.783, 170
0.012, -0.098, 0.783, 170
0.011, -0.103, 0.792, 157
0.011, -0.040, 0.792, 157
0.012, -0.133, 0.792, 161
0.011, -0.115, 0.792, 161
0.013, -0.074, 0.792, 158
0.012, -0.094, 0.792, 153
0.011, -0.046, 0.792, 153
0.011, -0.070, 0.792, 163
