
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,-0.70,0.00,0.00,0.00,3083.00,2065.00,3097.00,3094.00,3083.00,2065.00,3097.00,3094.00,0.00,0.00,0.00,78.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,-0.38,0.00,0.00,0.00,3091.00,2064.00,3085.00,3098.00,3088.00,2064.00,3085.00,3091.00,0.00,0.00,0.00,131.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,-0.24,0.00,0.00,0.00,3090.00,2058.00,3097.00,3091.00,3090.00,2058.00,3097.00,3091.00,0.00,0.00,0.00,184.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,-0.05,0.00,0.00,0.00,2347.00,3070.00,3071.00,3070.00,2347.00,3076.00,3061.00,3070.00,0.00,0.00,0.00,340.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,-0.03,0.00,0.00,0.00,2346.00,3076.00,3069.00,3063.00,2346.00,3076.00,3069.00,3063.00,0.00,0.00,0.00,392.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,-0.02,0.00,0.00,0.00,2335.00,3081.00,3067.00,3062.00,2335.00,3081.00,3067.00,3062.00,0.00,0.00,0.00,444.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,-0.01,0.00,0.00,0.00,2345.00,3075.00,3065.00,3063.00,2345.00,3075.00,3065.00,3063.00,0.00,0.00,0.00,497.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,-0.01,0.00,0.00,0.00,2344.00,3083.00,3064.00,3068.00,2344.00,3083.00,3064.00,3068.00,0.00,0.00,0.00,549.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,-0.00,0.00,0.00,0.00,2355.00,3083.00,3055.00,3069.00,2355.00,3083.00,3055.00,3069.00,0.00,0.00,0.00,601.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,-0.00,0.00,0.00,0.00,2355.00,3069.00,3077.00,3054.00,2355.00,3069.00,3077.00,3054.00,0.00,0.00,0.00,653.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,-0.00,0.00,0.00,0.00,2354.00,3076.00,3055.00,3066.00,2354.00,3076.00,3055.00,3066.00,0.00,0.00,0.00,705.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.00,0.00,0.00,0.00,2345.00,3071.00,3065.00,3062.00,2345.00,3071.00,3065.00,3062.00,0.00,0.00,0.00,757.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.00,0.00,0.00,0.00,2346.00,3078.00,3107.00,3062.00,2346.00,3078.00,3107.00,3062.00,0.00,0.00,0.00,809.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.00,0.00,0.00,0.00,2347.00,3069.00,3073.00,3063.00,2347.00,3069.00,3073.00,3063.00,0.00,0.00,0.00,861.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.00,0.00,0.00,0.00,2318.00,3076.00,3063.00,3062.00,2347.00,3076.00,3063.00,3053.00,0.00,0.00,0.00,913.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.00,0.00,0.00,0.00,2343.00,3079.00,3062.00,3060.00,2343.00,3079.00,3062.00,3060.00,0.00,0.00,0.00,965.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.00,0.00,0.00,0.00,2345.00,3074.00,3055.00,3075.00,2345.00,3074.00,3055.00,3075.00,0.00,0.00,1.00,18.00
