5.16, -0.00000, 0.00000, 6065, 
0.00, -0.00000, 0.00000, 6065, 
0.00, -0.03590, 0.00000, 6065, 
0.01, -0.10292, 0.00000, 6072, 
0.01, -0.11321, 0.00000, 6072, 
0.01, -0.07700, 0.00000, 6068, 
0.01, -0.11004, 0.00000, 6068, 
0.01, -0.04869, 0.00000, 6068, 
0.01, -0.10225, 0.00000, 6068, 
0.01, -0.10407, 0.00000, 6070, 
0.01, -0.06171, 0.00000, 6070, 
0.01, -0.05647, 0.00000, 6073, 
0.01, 0.00640, 0.00000, 6073, 
0.01, 0.00136, 0.00000, 6072, 
0.01, 0.03106, 0.00000, 6072, 
0.01, -0.04077, 0.00000, 6074, 
0.01, -0.01283, 0.00000, 6074, 
0.01, 0.02026, 0.00000, 6070, 
0.01, -0.02717, 0.00000, 6070, 
0.01, -0.01701, 0.00000, 6094, 
0.01, -0.01719, 0.00000, 6094, 
0.01, 0.03369, 0.00000, 6012, 
0.01, -0.02974, 0.00000, 6012, 
0.01, -0.00214, 0.00000, 6121, 
0.01, -0.00957, 0.00000, 6121, 
0.01, 0.00261, 0.00000, 6094, 
0.01, -0.03149, 0.00000, 6094, 
0.01, -0.02363, 0.00000, 6067, 
0.01, 0.00347, 0.00000, 6067, 
0.01, 0.01501, 0.00000, 6087, 
0.01, 0.03985, 0.00000, 6087, 
0.01, 0.01955, 0.00000, 6078, 
0.01, -0.02231, 0.00000, 6078, 
0.01, -0.02512, 0.00000, 6061, 
0.01, 0.00093, 0.00000, 6061, 
0.01, 0.03163, 0.00000, 6067, 
0.01, 0.00971, 0.00000, 6067, 
0.01, 0.00473, 0.00000, 6069, 
0.01, -0.00120, 0.00000, 6069, 
0.01, -0.02361, 0.00000, 6072, 
0.01, 0.04573, 0.00000, 6072, 
0.01, 0.01697, 0.00000, 6069, 
0.01, 0.02420, 0.00000, 6069, 
0.01, 0.09275, 0.00000, 6058, 
0.01, -0.01571, 0.00000, 6058, 
0.01, 0.00398, 0.00000, 6070, 
0.01, -0.04903, 0.00000, 6070, 
0.01, 0.02550, 0.00000, 6064, 
0.01, -0.03190, 0.00000, 6064, 
0.01, 0.00653, 0.00000, 6066, 
0.01, -0.02460, 0.00000, 6066, 
0.01, 0.03004, 0.00000, 6072, 
0.01, 0.01108, 0.00000, 6072, 
0.01, 0.00188, 0.00000, 6072, 
0.01, 0.00529, 0.00000, 6070, 
0.01, 0.01482, 0.00000, 6070, 
0.01, -0.03249, 0.00000, 6068, 
0.01, -0.00584, 0.00000, 6068, 
0.01, -0.08023, 0.00000, 6084, 
0.01, 0.01133, 0.00000, 6084, 
0.01, 0.07221, 0.00000, 6068, 
0.01, 0.02316, 0.00000, 6068, 
0.01, 0.00584, 0.00000, 6071, 
0.01, 0.01104, 0.00000, 6069, 
0.01, 0.00849, 0.00000, 6069, 
