5.164, -0.00000, 0.00000, 0.00000, 6109, 6186, 4526, 12.417, 
0.006, -0.00000, 0.00000, 0.00000, 6109, 6186, 4526, 12.404, 
0.006, -0.00000, 0.00000, 0.00000, 6109, 6209, 4524, 12.413, 
0.009, -0.00000, 0.00000, 0.00000, 6107, 6209, 4524, 12.408, 
0.010, -0.00000, 0.00000, 0.00000, 6111, 6206, 4526, 12.417, 
0.010, -0.00000, 0.00000, 0.00000, 6111, 6206, 4526, 12.404, 
0.010, -0.00000, 0.00000, 0.00000, 6111, 6212, 4548, 12.413, 
0.012, -0.00000, 0.00000, 0.00000, 6105, 6199, 4515, 12.417, 
0.010, -0.00000, 0.00000, 0.00000, 6105, 6199, 4515, 12.404, 
0.010, -0.00000, 0.00000, 0.00000, 6119, 6205, 4524, 12.404, 
0.010, -0.00000, 0.00000, 0.00000, 6119, 6205, 4523, 12.408, 
0.010, -0.00000, 0.00000, 0.00000, 6110, 6210, 4523, 12.408, 
0.010, -0.00000, 0.00000, 0.00000, 6080, 6236, 4526, 12.408, 
0.010, -0.00000, 0.00000, 0.00000, 6080, 6236, 4526, 12.399, 
0.011, -0.00000, 0.00000, 0.00000, 6071, 6240, 4526, 12.413, 
0.010, -0.29343, 0.00000, 0.45100, 6071, 6240, 4527, 12.413, 
0.010, -0.13376, -0.03823, 0.45100, 6112, 6182, 4527, 12.399, 
0.010, -0.27155, -0.55403, 0.45100, 6105, 6210, 4526, 12.404, 
0.010, -0.11067, 0.37184, 0.45100, 6105, 6210, 4526, 12.413, 
0.010, 0.00612, 0.15755, 0.45100, 6107, 6209, 4546, 12.417, 
0.009, 0.22644, 0.92664, 0.45100, 6107, 6214, 4526, 12.408, 
0.010, -0.20673, -0.01376, 0.45100, 6135, 6214, 4526, 12.408, 
0.010, -0.30370, -0.03174, 0.45100, 6108, 6208, 4526, 12.422, 
0.010, -0.04064, -0.08806, 0.45100, 6108, 6208, 4498, 12.422, 
0.010, -0.01534, 0.01353, 0.45100, 6109, 6207, 4498, 12.417, 
0.009, -0.01933, -0.00943, 0.45100, 6104, 6212, 4526, 12.417, 
0.009, -0.13951, 0.05849, 0.45100, 6104, 6212, 4526, 12.408, 
0.010, 0.02093, 0.43605, 0.45100, 6108, 6207, 4520, 12.404, 
0.010, 0.03333, 0.35179, 0.45100, 6108, 6207, 4547, 12.413, 
0.010, 0.00121, 0.26968, 0.45100, 6116, 6203, 4547, 12.399, 
0.010, -0.08587, -0.24539, 0.45100, 6112, 6203, 4527, 12.413, 
0.011, -0.43598, -0.48951, 0.44900, 6112, 6203, 4527, 12.408, 
0.009, 0.17572, 0.62691, 0.44900, 6109, 6213, 4527, 12.413, 
0.009, -0.08460, -0.04714, 0.44900, 6109, 6213, 4517, 12.404, 
0.010, 0.05494, -0.00294, 0.44900, 6097, 6228, 4517, 12.413, 
0.010, -0.28112, -0.55273, 0.44900, 6108, 6213, 4527, 12.408, 
0.010, -0.16199, 0.12759, 0.44900, 6108, 6213, 4564, 12.408, 
0.009, 0.10954, 0.39571, 0.44900, 6105, 6209, 4564, 12.404, 
0.010, -0.32627, -0.38915, 0.44900, 6082, 6241, 4528, 12.404, 
0.011, -0.12562, -0.00187, 0.44900, 6082, 6241, 4528, 12.404, 
0.009, -0.26670, -0.00187, 0.44900, 6146, 6211, 4523, 12.417, 
0.010, 0.08148, 0.21802, 0.44900, 6146, 6211, 4530, 12.404, 
0.010, -0.76905, 0.21802, 0.44900, 6112, 6210, 4530, 12.426, 
0.010, -0.03482, -0.45897, 0.44900, 6095, 6225, 4526, 12.399, 
0.010, -0.37850, -0.45897, 0.44900, 6095, 6225, 4526, 12.404, 
0.010, 0.18441, 0.43223, 0.44900, 6099, 6219, 4525, 12.408, 
0.010, -0.06174, 0.39043, 0.44900, 6099, 6219, 4517, 12.431, 
0.011, -0.35555, 0.39043, 0.44900, 6094, 6226, 4517, 12.404, 
0.010, -0.20648, -0.49642, 0.45000, 6106, 6206, 4503, 12.404, 
0.010, -0.13871, 0.08830, 0.45000, 6106, 6206, 4522, 12.417, 
0.010, 0.13761, 0.61280, 0.45000, 6098, 6203, 4522, 12.417, 
0.010, -0.10147, -0.11812, 0.45000, 6098, 6207, 4522, 12.413, 
0.010, -0.15058, -0.26343, 0.45000, 6100, 6207, 4522, 12.404, 
0.010, -0.31227, -0.26343, 0.45000, 6101, 6207, 4521, 12.413, 
0.010, 0.28586, 0.59434, 0.45000, 6101, 6207, 4523, 12.399, 
0.009, -0.00000, 0.00000, 0.45000, 6105, 6209, 4523, 12.404, 
0.010, -0.20953, -0.27970, 0.45100, 6080, 6230, 4523, 12.404, 
0.010, -0.25936, -0.60568, 0.45100, 6080, 6230, 4523, 12.413, 
0.010, -0.05372, 0.15469, 0.45100, 6106, 6208, 4522, 12.408, 
0.010, -0.25476, 0.15469, 0.45100, 6106, 6270, 4534, 12.413, 
0.010, -0.08542, -0.24373, 0.45100, 6062, 6270, 4534, 12.404, 
0.010, -0.26171, -0.63271, 0.45100, 6103, 6203, 4525, 12.408, 
0.012, -0.26024, -0.38892, 0.45100, 6103, 6203, 4517, 12.404, 
0.009, -0.33853, 0.13852, 0.45100, 6106, 6206, 4517, 12.404, 
0.010, 0.00219, 0.36774, 0.45100, 6106, 6208, 4523, 12.413, 
0.010, -0.13157, -0.01414, 0.45100, 6129, 6208, 4523, 12.413, 
0.011, -0.01571, -0.03507, 0.45100, 6097, 6203, 4507, 12.399, 
0.009, -0.40324, -0.03507, 0.45100, 6097, 6203, 4528, 12.408, 
0.010, -0.13392, -0.00835, 0.45100, 6103, 6188, 4528, 12.413, 
0.010, 0.19876, 0.00660, 0.45100, 6138, 6200, 4520, 12.404, 
0.010, -0.11297, -0.29282, 0.45100, 6138, 6200, 4520, 12.417, 
0.010, -0.08968, 0.00545, 0.45100, 6107, 6209, 4526, 12.408, 
0.010, 0.10584, 0.37658, 0.45100, 6107, 6209, 4533, 12.408, 
0.011, -0.07969, 0.03835, 0.45100, 6108, 6214, 4533, 12.408, 
0.010, -0.05031, -0.18034, 0.45100, 6109, 6213, 4529, 12.408, 
