4547, 0, 0.000, 11.252, 4547, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.306, 4542, 0.000, 0.000, 0.000, 0.000, 
4538, 0, 0.000, 11.306, 4538, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.302, 4542, 0.000, 0.000, 0.000, 0.000, 
4538, 0, 0.000, 11.306, 4538, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.311, 4542, 0.000, 0.000, 0.000, 0.000, 
4539, 0, 0.000, 11.315, 4539, 0.000, 0.000, 0.000, 0.000, 
4549, 0, 0.000, 11.302, 4549, 0.000, 0.000, 0.000, 0.000, 
4538, 0, 0.000, 11.315, 4538, 0.000, 0.000, 0.000, 0.000, 
4538, 0, 0.000, 11.311, 4538, 0.000, 0.000, 0.000, 0.000, 
4540, 0, 0.000, 11.315, 4540, 0.000, 0.000, 0.000, 0.000, 
4541, 0, 0.000, 11.302, 4541, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.302, 4543, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.315, 4542, 0.000, 0.000, 0.000, 0.000, 
4539, 0, 0.000, 11.320, 4539, 0.000, 0.000, 0.000, 0.000, 
4544, 0, 0.000, 11.306, 4544, 0.000, 0.000, 0.000, 0.000, 
4556, 0, 0.000, 11.315, 4556, 0.000, 0.000, 0.000, 0.000, 
4547, 0, 0.000, 11.302, 4547, 0.000, 0.000, 0.000, 0.000, 
4560, 0, 0.000, 11.329, 4560, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.302, 4542, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.315, 4543, 0.000, 0.000, 0.000, 0.000, 
4545, 0, 0.000, 11.315, 4545, 0.000, 0.000, 0.000, 0.000, 
4540, 0, 0.000, 11.311, 4540, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.315, 4542, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.329, 4542, 0.000, 0.000, 0.000, 0.000, 
4528, 0, 0.000, 11.306, 4528, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.324, 4542, 0.000, 0.000, 0.000, 0.000, 
4545, 0, 0.000, 11.315, 4545, 0.000, 0.000, 0.000, 0.000, 
4541, 0, 0.000, 11.311, 4548, 0.000, 0.000, 0.000, 0.000, 
4544, 0, 0.000, 11.315, 4544, 0.000, 0.000, 0.000, 0.000, 
4560, 0, 0.000, 11.306, 4560, 0.000, 0.000, 0.000, 0.000, 
4545, 0, 0.000, 11.302, 4545, 0.000, 0.000, 0.000, 0.000, 
4551, 0, 0.000, 11.315, 4551, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.315, 4543, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.320, 4543, 0.000, 0.000, 0.000, 0.000, 
4554, 0, 0.000, 11.315, 4554, 0.000, 0.000, 0.000, 0.000, 
4547, 0, 0.000, 11.315, 4547, 0.000, 0.000, 0.000, 0.000, 
4544, 0, 0.000, 11.306, 4544, 0.000, 0.000, 0.000, 0.000, 
4541, 0, 0.000, 11.320, 4541, 0.000, 0.000, 0.000, 0.000, 
4546, 0, 0.000, 11.315, 4546, 0.000, 0.000, 0.000, 0.000, 
4539, 0, 0.000, 11.311, 4539, 0.000, 0.000, 0.000, 0.000, 
4546, 0, 0.000, 11.302, 4546, 0.000, 0.000, 0.000, 0.000, 
4548, 0, 0.000, 11.315, 4548, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.302, 4542, 0.000, 0.000, 0.000, 0.000, 
4548, 0, 0.000, 11.315, 4548, 0.000, 0.000, 0.000, 0.000, 
4541, 0, 0.000, 11.311, 4541, 0.000, 0.000, 0.000, 0.000, 
4564, 0, 0.000, 11.315, 4564, 0.000, 0.000, 0.000, 0.000, 
4549, 0, 0.000, 11.315, 4549, 0.000, 0.000, 0.000, 0.000, 
4551, 0, 0.000, 11.306, 4551, 0.000, 0.000, 0.000, 0.000, 
4570, 0, 0.000, 11.315, 4570, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.311, 4543, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.311, 4543, 0.000, 0.000, 0.000, 0.000, 
4540, 0, 0.000, 11.311, 4540, 0.000, 0.000, 0.000, 0.000, 
4560, 0, 0.000, 11.306, 4560, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.306, 4542, 0.000, 0.000, 0.000, 0.000, 
4552, 0, 0.000, 11.302, 4552, 0.000, 0.000, 0.000, 0.000, 
4541, 0, 0.000, 11.306, 4541, 0.000, 0.000, 0.000, 0.000, 
4541, 0, 0.000, 11.306, 4541, 0.000, 0.000, 0.000, 0.000, 
4540, 0, 0.000, 11.302, 4540, 0.000, 0.000, 0.000, 0.000, 
4525, 0, 0.000, 11.311, 4525, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.311, 4543, 0.000, 0.000, 0.000, 0.000, 
4545, 0, 0.000, 11.311, 4545, 0.000, 0.000, 0.000, 0.000, 
4549, 0, 0.000, 11.297, 4549, 0.000, 0.000, 0.000, 0.000, 
4534, 0, 0.000, 11.302, 4534, 0.000, 0.000, 0.000, 0.000, 
4544, 0, 0.000, 11.293, 4544, 0.000, 0.000, 0.000, 0.000, 
4554, 0, 0.000, 11.311, 4554, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.297, 4543, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.311, 4543, 0.000, 0.000, 0.000, 0.000, 
4537, 0, 0.000, 11.306, 4537, 0.000, 0.000, 0.000, 0.000, 
4539, 0, 0.000, 11.306, 4539, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.306, 4542, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.311, 4543, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.315, 4542, 0.000, 0.000, 0.000, 0.000, 
4544, 0, 0.000, 11.315, 4544, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.306, 4543, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.311, 4542, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.311, 4543, 0.000, 0.000, 0.000, 0.000, 
4541, 0, 0.000, 11.311, 4541, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.306, 4543, 0.000, 0.000, 0.000, 0.000, 
4539, 0, 0.000, 11.302, 4539, 0.000, 0.000, 0.000, 0.000, 
4543, 0, 0.000, 11.324, 4543, 0.000, 0.000, 0.000, 0.000, 
4545, 0, 0.000, 11.311, 4545, 0.000, 0.000, 0.000, 0.000, 
4542, 0, 0.000, 11.315, 4542, 0.000, 0.000, 0.000, 0.000, 
